ModelScope,MoonValley,0.00
ModelScope,MorphStudio,0.00
ModelScope,Show_1,0.00
ModelScope,WildScrape,0.00
ModelScope,Sora,0.00
ModelScope,MSR-VTT,100.00
MoonValley,DynamicCrafter,48.00
MoonValley,Latte,33.00
MoonValley,OpenSora,21.70
MoonValley,Pika,73.40
MoonValley,SEINE,60.80
MoonValley,Crafter,76.20
MoonValley,Gen2,75.20
MoonValley,HotShot,66.43
MoonValley,Lavie,41.80
MoonValley,ModelScope,88.71
MoonValley,MoonValley,88.34
MoonValley,MorphStudio,86.71
MoonValley,Show_1,57.86
MoonValley,WildScrape,61.93
MoonValley,Sora,89.29
MoonValley,MSR-VTT,86.40
MorphStudio,DynamicCrafter,100.00
MorphStudio,Latte,100.00
MorphStudio,OpenSora,100.00
MorphStudio,Pika,100.00
MorphStudio,SEINE,100.00
MorphStudio,Crafter,100.00
MorphStudio,Gen2,100.00
MorphStudio,HotShot,100.00
MorphStudio,Lavie,100.00
MorphStudio,ModelScope,100.00
MorphStudio,MoonValley,100.00
MorphStudio,MorphStudio,100.00
MorphStudio,Show_1,100.00
MorphStudio,WildScrape,100.00
MorphStudio,Sora,100.00
MorphStudio,MSR-VTT,0.00
Show_1,DynamicCrafter,33.10
Show_1,Latte,14.50
Show_1,OpenSora,17.40
Show_1,Pika,50.60
Show_1,SEINE,53.30
Show_1,Crafter,45.20
Show_1,Gen2,56.70
Show_1,HotShot,69.71
Show_1,Lavie,23.60
Show_1,ModelScope,60.43
Show_1,MoonValley,38.50
Show_1,MorphStudio,46.86
Show_1,Show_1,41.14
Show_1,WildScrape,43.54
Show_1,Sora,69.64
Show_1,MSR-VTT,96.10
WildScrape,DynamicCrafter,43.90
WildScrape,Latte,11.50
WildScrape,OpenSora,25.00
WildScrape,Pika,68.10
WildScrape,SEINE,59.10
WildScrape,Crafter,63.10
WildScrape,Gen2,65.60
WildScrape,HotShot,70.86
WildScrape,Lavie,36.30
WildScrape,ModelScope,81.57
WildScrape,MoonValley,64.22
WildScrape,MorphStudio,69.86
WildScrape,Show_1,47.43
WildScrape,WildScrape,62.25
WildScrape,Sora,83.93
WildScrape,MSR-VTT,96.30
